,index,Pearson correlation,Gene,Slide,Method
2942,HMGB1,0.1044204599875048,HMGB1,CID4535,HisToGene
2943,DCLK1,0.0421643515303167,DCLK1,CID4535,HisToGene
2944,DNAJC15,0.0185776087716957,DNAJC15,CID4535,HisToGene
2945,RNASEH2B,0.0250769085145078,RNASEH2B,CID4535,HisToGene
2946,COMMD6,0.0508897300693702,COMMD6,CID4535,HisToGene
2947,FARP1,0.0668433845845746,FARP1,CID4535,HisToGene
2948,MCF2L,0.0925351931961247,MCF2L,CID4535,HisToGene
2949,NGDN,0.0812045228072211,NGDN,CID4535,HisToGene
2950,RABGGTA,0.0413446512743455,RABGGTA,CID4535,HisToGene
2951,SCFD1,0.0573379182210546,SCFD1,CID4535,HisToGene
2952,BAZ1A,0.0552066325117438,BAZ1A,CID4535,HisToGene
2953,KLHDC2,0.0838040035623684,KLHDC2,CID4535,HisToGene
2954,PSMA3,0.0679192673254083,PSMA3,CID4535,HisToGene
2955,PCNX4,0.1030632609568295,PCNX4,CID4535,HisToGene
2956,DHRS7,0.0742362592299335,DHRS7,CID4535,HisToGene
2957,MTHFD1,0.0897968783615503,MTHFD1,CID4535,HisToGene
2958,FUT8,0.1156773811958138,FUT8,CID4535,HisToGene
2959,COQ6,0.1266616762822231,COQ6,CID4535,HisToGene
2960,FOS,0.101782876769154,FOS,CID4535,HisToGene
2961,ZC3H14,0.0605271313154396,ZC3H14,CID4535,HisToGene
2962,UBR7,0.0524725724311045,UBR7,CID4535,HisToGene
2963,IFI27L2,0.052205065289864,IFI27L2,CID4535,HisToGene
2964,IGHG4,0.0325766324400853,IGHG4,CID4535,HisToGene
2965,APBA2,0.0316436938756272,APBA2,CID4535,HisToGene
2966,EMC4,0.154966892929974,EMC4,CID4535,HisToGene
2967,NUSAP1,0.0507964187944036,NUSAP1,CID4535,HisToGene
2968,TUBGCP4,0.0019372272728504,TUBGCP4,CID4535,HisToGene
2969,TP53BP1,0.0632774759991547,TP53BP1,CID4535,HisToGene
2970,SPG11,0.0458516069386018,SPG11,CID4535,HisToGene
2971,MYEF2,0.1148243265265246,MYEF2,CID4535,HisToGene
2972,TMOD3,0.0465836635285715,TMOD3,CID4535,HisToGene
2973,LEO1,0.0479312496785041,LEO1,CID4535,HisToGene
2974,MYO5C,0.1176883825527206,MYO5C,CID4535,HisToGene
2975,ARPP19,0.1373402196218143,ARPP19,CID4535,HisToGene
2976,ADAM10,0.0414452527022305,ADAM10,CID4535,HisToGene
2977,CCNB2,0.0524835331572602,CCNB2,CID4535,HisToGene
2978,GTF2A2,0.0440041200796326,GTF2A2,CID4535,HisToGene
2979,VPS13C,-0.007832085069424,VPS13C,CID4535,HisToGene
2980,C2CD4A,0.0080420435393156,C2CD4A,CID4535,HisToGene
2981,TPM1,0.0294722574249159,TPM1,CID4535,HisToGene
2982,CILP,-0.0715913801248907,CILP,CID4535,HisToGene
2983,ITGA11,0.0044642939879897,ITGA11,CID4535,HisToGene
2984,UACA,0.0773317444262492,UACA,CID4535,HisToGene
2985,RCN2,0.0219524136478195,RCN2,CID4535,HisToGene
2986,PSTPIP1,-0.0168487364974214,PSTPIP1,CID4535,HisToGene
2987,LINGO1,0.0633290266701406,LINGO1,CID4535,HisToGene
2988,ISG20,-0.000612740700865,ISG20,CID4535,HisToGene
2989,PRC1,0.0128255836204304,PRC1,CID4535,HisToGene
2990,SNRPA1,0.069651383167897,SNRPA1,CID4535,HisToGene
2991,SBK1,0.0745964235453011,SBK1,CID4535,HisToGene
2992,MT1G,-0.0093458563232716,MT1G,CID4535,HisToGene
2993,NUP93,0.0277612075819436,NUP93,CID4535,HisToGene
2994,CX3CL1,0.0305938789885041,CX3CL1,CID4535,HisToGene
2995,CMTM3,0.0245517641357439,CMTM3,CID4535,HisToGene
2996,CBFB,0.1119483107391963,CBFB,CID4535,HisToGene
2997,PRMT7,0.0384257321042834,PRMT7,CID4535,HisToGene
2998,CDH1,0.1726424579146043,CDH1,CID4535,HisToGene
2999,ZFHX3,0.0460325394272644,ZFHX3,CID4535,HisToGene
3000,CFDP1,0.0372145486224713,CFDP1,CID4535,HisToGene
3001,TERF2IP,0.0246965928848794,TERF2IP,CID4535,HisToGene
3002,ITGAE,-0.0092257574132378,ITGAE,CID4535,HisToGene
3003,ALOX15B,-0.0064903861804069,ALOX15B,CID4535,HisToGene
3004,TRPV2,-0.0273650924321868,TRPV2,CID4535,HisToGene
3005,B9D1,0.0824933901433763,B9D1,CID4535,HisToGene
3006,UNC119,0.1349238390609381,UNC119,CID4535,HisToGene
3007,PIGS,0.0825917946307219,PIGS,CID4535,HisToGene
3008,SPAG5,0.0860731118633574,SPAG5,CID4535,HisToGene
3009,KIAA0100,0.0919091099682746,KIAA0100,CID4535,HisToGene
3010,SDF2,0.1122550611412203,SDF2,CID4535,HisToGene
3011,SUPT6H,0.0880428874037883,SUPT6H,CID4535,HisToGene
3012,TRAF4,0.1497282747024274,TRAF4,CID4535,HisToGene
3013,CPD,0.1030111441750928,CPD,CID4535,HisToGene
3014,GOSR1,0.0040889740130688,GOSR1,CID4535,HisToGene
3015,RNF135,0.0403704378059829,RNF135,CID4535,HisToGene
3016,CCL2,0.0549245976003278,CCL2,CID4535,HisToGene
3017,SLFN5,0.058947057861744,SLFN5,CID4535,HisToGene
3018,AP2B1,0.1001088698030685,AP2B1,CID4535,HisToGene
3019,ZNHIT3,0.046387687019393,ZNHIT3,CID4535,HisToGene
3020,MYO19,0.1669686295580652,MYO19,CID4535,HisToGene
3021,GGNBP2,0.0783234876222561,GGNBP2,CID4535,HisToGene
3022,ACACA,0.1031499010541978,ACACA,CID4535,HisToGene
3023,DDX52,0.093703728672559,DDX52,CID4535,HisToGene
3024,SOCS7,0.0415315585286494,SOCS7,CID4535,HisToGene
3025,SRCIN1,-0.0139910250529767,SRCIN1,CID4535,HisToGene
3026,MLLT6,0.0661902948184347,MLLT6,CID4535,HisToGene
3027,PCGF2,0.0675857907665499,PCGF2,CID4535,HisToGene
3028,PIP4K2B,0.1027038131576235,PIP4K2B,CID4535,HisToGene
3029,CWC25,0.0535047037776436,CWC25,CID4535,HisToGene
3030,LASP1,0.0846317555413297,LASP1,CID4535,HisToGene
3031,LINC00672,0.0242648495325398,LINC00672,CID4535,HisToGene
3032,MED1,0.0615835368799006,MED1,CID4535,HisToGene
3033,PPP1R1B,-0.0352430070535541,PPP1R1B,CID4535,HisToGene
3034,PNMT,0.0040397802686337,PNMT,CID4535,HisToGene
3035,CASC3,-0.0517832658909493,CASC3,CID4535,HisToGene
3036,CDC6,0.0642439335746776,CDC6,CID4535,HisToGene
3037,RARA,0.1078507121938813,RARA,CID4535,HisToGene
3038,TOP2A,0.0710017685758487,TOP2A,CID4535,HisToGene
3039,CCR7,0.0309021764327938,CCR7,CID4535,HisToGene
3040,KRT15,0.0172509438765496,KRT15,CID4535,HisToGene
3041,HSD17B1,0.0252009217888085,HSD17B1,CID4535,HisToGene
3042,CNTD1,0.0318586125891929,CNTD1,CID4535,HisToGene
3043,BECN1,0.1310557772094393,BECN1,CID4535,HisToGene
3044,PSME3,0.1327239612497257,PSME3,CID4535,HisToGene
3045,HOXB2,-0.0152989904685747,HOXB2,CID4535,HisToGene
3046,HOXB7,-0.0245080354533023,HOXB7,CID4535,HisToGene
3047,UBE2Z,0.1408362677467869,UBE2Z,CID4535,HisToGene
3048,ZNF652,0.0793593632105017,ZNF652,CID4535,HisToGene
3049,SPOP,0.0509574935733127,SPOP,CID4535,HisToGene
3050,SLC35B1,0.1109342386354331,SLC35B1,CID4535,HisToGene
3051,FAM117A,0.0192687735173336,FAM117A,CID4535,HisToGene
3052,PDK2,0.0538033060603104,PDK2,CID4535,HisToGene
3053,EME1,0.0196687424118227,EME1,CID4535,HisToGene
3054,TOB1,0.1755571399002854,TOB1,CID4535,HisToGene
3055,TOM1L1,0.1243715445021617,TOM1L1,CID4535,HisToGene
3056,CUEDC1,0.1441515755299109,CUEDC1,CID4535,HisToGene
3057,VEZF1,0.1285662014553387,VEZF1,CID4535,HisToGene
3058,RAD51C,0.0874783038180765,RAD51C,CID4535,HisToGene
3059,CLTC,0.1438222418335429,CLTC,CID4535,HisToGene
3060,PTRH2,0.1039408407828472,PTRH2,CID4535,HisToGene
3061,DCAF7,0.1277148279781801,DCAF7,CID4535,HisToGene
3062,CCDC47,0.1085973733751893,CCDC47,CID4535,HisToGene
3063,DDX42,0.1318300547073066,DDX42,CID4535,HisToGene
3064,DDX5,-0.0161261003227121,DDX5,CID4535,HisToGene
3065,CEP95,0.0313011007821772,CEP95,CID4535,HisToGene
3066,SMURF2,0.0136019628591951,SMURF2,CID4535,HisToGene
3067,CACNG4,-0.0675223577161905,CACNG4,CID4535,HisToGene
3068,HELZ,0.1237942386501547,HELZ,CID4535,HisToGene
3069,PSMD12,0.0975485121607414,PSMD12,CID4535,HisToGene
3070,NOL11,0.1471053171757603,NOL11,CID4535,HisToGene
3071,KPNA2,0.0987092825564677,KPNA2,CID4535,HisToGene
3072,AMZ2,0.1190469854246733,AMZ2,CID4535,HisToGene
3073,ARSG,0.1004699145130363,ARSG,CID4535,HisToGene
3074,WIPI1,0.1287000988768783,WIPI1,CID4535,HisToGene
3075,SOX9,0.0209570549733008,SOX9,CID4535,HisToGene
3076,SLC16A5,0.006725821756163,SLC16A5,CID4535,HisToGene
3077,QRICH2,0.1035032777068103,QRICH2,CID4535,HisToGene
3078,CANT1,0.1310168752107476,CANT1,CID4535,HisToGene
3079,SECTM1,-0.0223926161892227,SECTM1,CID4535,HisToGene
3080,WDR45B,0.1168221194194703,WDR45B,CID4535,HisToGene
3081,RAB31,-0.0574929165651531,RAB31,CID4535,HisToGene
3082,RAB27B,0.0581728677946292,RAB27B,CID4535,HisToGene
3083,TXNL1,0.0722168290196108,TXNL1,CID4535,HisToGene
3084,SHC2,0.0995676275496193,SHC2,CID4535,HisToGene
3085,AMH,-0.017050813850678,AMH,CID4535,HisToGene
3086,JSRP1,0.1331856636277767,JSRP1,CID4535,HisToGene
3087,TLE2,-0.0182099776848141,TLE2,CID4535,HisToGene
3088,CAPS,0.1327016402586052,CAPS,CID4535,HisToGene
3089,ANGPTL4,0.0905804337779572,ANGPTL4,CID4535,HisToGene
3090,DNMT1,0.0803112876191949,DNMT1,CID4535,HisToGene
3091,LDLR,-0.0072596885328464,LDLR,CID4535,HisToGene
3092,CILP2,-0.0097619289526747,CILP2,CID4535,HisToGene
3093,POP4,0.0488565718708994,POP4,CID4535,HisToGene
3094,CCNE1,0.0390741106109507,CCNE1,CID4535,HisToGene
3095,PDCD5,0.0913070063398986,PDCD5,CID4535,HisToGene
3096,FXYD3,0.1317354000501589,FXYD3,CID4535,HisToGene
3097,SYNE4,0.0582137395191306,SYNE4,CID4535,HisToGene
3098,ZNF146,0.076116330819919,ZNF146,CID4535,HisToGene
3099,SIPA1L3,0.153373711283939,SIPA1L3,CID4535,HisToGene
3100,MAP4K1,-0.0182532964038884,MAP4K1,CID4535,HisToGene
3101,GMFG,0.0213891011816692,GMFG,CID4535,HisToGene
3102,ZFP36,0.0518292158214704,ZFP36,CID4535,HisToGene
3103,LYPD3,0.0831188433281092,LYPD3,CID4535,HisToGene
3104,BCAM,0.1742552156667649,BCAM,CID4535,HisToGene
3105,FOSB,0.035038036217564,FOSB,CID4535,HisToGene
3106,BCL2L12,0.066370632180357,BCL2L12,CID4535,HisToGene
3107,ZNF480,0.0541251176428872,ZNF480,CID4535,HisToGene
3108,SH3YL1,0.0831310916659579,SH3YL1,CID4535,HisToGene
3109,RSAD2,0.0285677182845217,RSAD2,CID4535,HisToGene
3110,ID2,0.0265106516911792,ID2,CID4535,HisToGene
3111,ASAP2,0.0496232201592561,ASAP2,CID4535,HisToGene
3112,YWHAQ,0.1320316649271447,YWHAQ,CID4535,HisToGene
3113,RRM2,0.0659005035345772,RRM2,CID4535,HisToGene
3114,ODC1,-0.0266038320851546,ODC1,CID4535,HisToGene
3115,TRIB2,0.0287087493413341,TRIB2,CID4535,HisToGene
3116,DDX1,0.077510375317868,DDX1,CID4535,HisToGene
3117,SMC6,0.0224575672396618,SMC6,CID4535,HisToGene
3118,EIF2AK2,0.0525852237321678,EIF2AK2,CID4535,HisToGene
3119,CEBPZ,0.0325587917606524,CEBPZ,CID4535,HisToGene
3120,HNRNPLL,-0.0527311915670027,HNRNPLL,CID4535,HisToGene
3121,SRSF7,0.0835915738361466,SRSF7,CID4535,HisToGene
3122,PKDCC,-0.0676541870075589,PKDCC,CID4535,HisToGene
3123,EPAS1,0.0650958761790626,EPAS1,CID4535,HisToGene
3124,EPCAM,0.142298361310031,EPCAM,CID4535,HisToGene
3125,MSH2,0.0651474825657744,MSH2,CID4535,HisToGene
3126,MTIF2,0.0484309392028691,MTIF2,CID4535,HisToGene
3127,COMMD1,0.0834350267893563,COMMD1,CID4535,HisToGene
3128,VPS54,0.0282546010121492,VPS54,CID4535,HisToGene
3129,ANTXR1,0.0378442321254854,ANTXR1,CID4535,HisToGene
3130,SNRPG,0.0696273844468056,SNRPG,CID4535,HisToGene
3131,MPHOSPH10,0.0197580852218194,MPHOSPH10,CID4535,HisToGene
3132,ZNF638,0.104147536344195,ZNF638,CID4535,HisToGene
3133,BOLA3,0.1188796471257487,BOLA3,CID4535,HisToGene
3134,COA5,0.043597301207937,COA5,CID4535,HisToGene
3135,UNC50,0.0650313342545883,UNC50,CID4535,HisToGene
3136,MGAT4A,-0.0390795900168279,MGAT4A,CID4535,HisToGene
3137,EIF5B,0.0199293591101683,EIF5B,CID4535,HisToGene
3138,REV1,0.0657237632438603,REV1,CID4535,HisToGene
3139,FHL2,-0.0492040689681327,FHL2,CID4535,HisToGene
3140,GCC2,-0.0043025751059971,GCC2,CID4535,HisToGene
3141,LIMS1,0.0880660079179621,LIMS1,CID4535,HisToGene
3142,RANBP2,0.0333226781514959,RANBP2,CID4535,HisToGene
3143,SOWAHC,0.0438714182986574,SOWAHC,CID4535,HisToGene
3144,IL1RN,0.0052223700032833,IL1RN,CID4535,HisToGene
3145,NIFK,0.0570917271983679,NIFK,CID4535,HisToGene
3146,IWS1,-0.0077624580392865,IWS1,CID4535,HisToGene
3147,HS6ST1,0.0757678502430273,HS6ST1,CID4535,HisToGene
3148,CXCR4,0.0305262588193192,CXCR4,CID4535,HisToGene
3149,KYNU,0.0051953963626467,KYNU,CID4535,HisToGene
3150,TANC1,-0.0142009486259834,TANC1,CID4535,HisToGene
3151,ITGB6,-0.0125438409333506,ITGB6,CID4535,HisToGene
3152,FAP,0.0787250072375257,FAP,CID4535,HisToGene
3153,ITGA6,-0.0006458741738915,ITGA6,CID4535,HisToGene
3154,COL3A1,0.1323319229010359,COL3A1,CID4535,HisToGene
3155,COL5A2,0.0622178608974625,COL5A2,CID4535,HisToGene
3156,WDR75,0.1070613594379936,WDR75,CID4535,HisToGene
3157,SLC40A1,0.0568273081899918,SLC40A1,CID4535,HisToGene
3158,ASNSD1,-0.0650453018648847,ASNSD1,CID4535,HisToGene
3159,ORMDL1,0.0519156305603377,ORMDL1,CID4535,HisToGene
3160,PMS1,0.0722671993693577,PMS1,CID4535,HisToGene
3161,STAT1,0.0812988470271341,STAT1,CID4535,HisToGene
3162,SPATS2L,0.0342748389646586,SPATS2L,CID4535,HisToGene
3163,TMEM237,0.0084566762261395,TMEM237,CID4535,HisToGene
3164,FASTKD2,0.0254085103918056,FASTKD2,CID4535,HisToGene
3165,FN1,0.1361726910500601,FN1,CID4535,HisToGene
3166,SP110,0.0361491323486327,SP110,CID4535,HisToGene
3167,EFHD1,0.1273123376436896,EFHD1,CID4535,HisToGene
3168,GPCPD1,-0.062921284220349,GPCPD1,CID4535,HisToGene
3169,NAA20,0.1461324210337585,NAA20,CID4535,HisToGene
3170,SAMHD1,0.049372771053008,SAMHD1,CID4535,HisToGene
3171,SLPI,-0.026826489196235,SLPI,CID4535,HisToGene
3172,SLC2A10,0.1724984398190015,SLC2A10,CID4535,HisToGene
3173,SULF2,0.0180128789763524,SULF2,CID4535,HisToGene
3174,PREX1,0.1438305996447477,PREX1,CID4535,HisToGene
3175,ZNFX1,0.0326446762308869,ZNFX1,CID4535,HisToGene
3176,PFDN4,0.0562548740579465,PFDN4,CID4535,HisToGene
3177,BMP7,0.0164334964972921,BMP7,CID4535,HisToGene
3178,LAMA5,0.1298192940798061,LAMA5,CID4535,HisToGene
3179,EEF1A2,0.1202156811179196,EEF1A2,CID4535,HisToGene
3180,HELZ2,0.0993756159212248,HELZ2,CID4535,HisToGene
3181,STMN3,0.0324871246967543,STMN3,CID4535,HisToGene
3182,CXADR,0.0063010966779022,CXADR,CID4535,HisToGene
3183,ADAMTS1,0.0431212523144645,ADAMTS1,CID4535,HisToGene
3184,CCT8,0.1513474966479996,CCT8,CID4535,HisToGene
3185,MIS18A,0.0240269632608466,MIS18A,CID4535,HisToGene
3186,MX1,-0.0494637483411565,MX1,CID4535,HisToGene
3187,TFF3,0.0106195239727252,TFF3,CID4535,HisToGene
3188,TRPM2,0.0362704545353925,TRPM2,CID4535,HisToGene
3189,SUMO3,-0.0576345853427973,SUMO3,CID4535,HisToGene
3190,PTTG1IP,0.0846456638611939,PTTG1IP,CID4535,HisToGene
3191,FAM207A,0.0026210108609398,FAM207A,CID4535,HisToGene
3192,SPATC1L,0.0050896191593961,SPATC1L,CID4535,HisToGene
3193,TBX1,0.1305930724247312,TBX1,CID4535,HisToGene
3194,IGLC7,-0.0824661235600719,IGLC7,CID4535,HisToGene
3195,MMP11,0.0202391740977528,MMP11,CID4535,HisToGene
3196,CHEK2,0.0602529131711954,CHEK2,CID4535,HisToGene
3197,XBP1,0.1397653669083309,XBP1,CID4535,HisToGene
3198,SEC14L2,0.0009925375297011,SEC14L2,CID4535,HisToGene
3199,APOL6,0.1046526555292979,APOL6,CID4535,HisToGene
3200,APOL3,0.0875363249636573,APOL3,CID4535,HisToGene
3201,APOL1,0.0323194326188748,APOL1,CID4535,HisToGene
3202,C1QTNF6,-0.0305569698496121,C1QTNF6,CID4535,HisToGene
3203,ADSL,0.0831899809440941,ADSL,CID4535,HisToGene
3204,RBX1,0.0615470562992504,RBX1,CID4535,HisToGene
3205,LSM3,0.0213662845333349,LSM3,CID4535,HisToGene
3206,TOP2B,0.0617609078659071,TOP2B,CID4535,HisToGene
3207,EXOSC7,0.039857433558198,EXOSC7,CID4535,HisToGene
3208,LTF,-0.0457451574218243,LTF,CID4535,HisToGene
3209,GNL3,0.1095491817458414,GNL3,CID4535,HisToGene
3210,PDHB,0.0133326009922613,PDHB,CID4535,HisToGene
3211,THOC7,0.0752491075305293,THOC7,CID4535,HisToGene
3212,PSMD6,0.013042236009346,PSMD6,CID4535,HisToGene
3213,COL8A1,-0.0261830874795251,COL8A1,CID4535,HisToGene
3214,CMSS1,0.0800738374569906,CMSS1,CID4535,HisToGene
3215,NIT2,0.116371416946355,NIT2,CID4535,HisToGene
3216,ATG3,0.0638228887271823,ATG3,CID4535,HisToGene
3217,COX17,0.1496665030237189,COX17,CID4535,HisToGene
3218,FSTL1,0.1680357443737928,FSTL1,CID4535,HisToGene
3219,DTX3L,0.0987445290937753,DTX3L,CID4535,HisToGene
3220,PARP14,0.0775717859791365,PARP14,CID4535,HisToGene
3221,PDIA5,-0.0035222314231526,PDIA5,CID4535,HisToGene
3222,CHCHD6,0.0491452925076134,CHCHD6,CID4535,HisToGene
3223,PLSCR1,0.0263634967745448,PLSCR1,CID4535,HisToGene
3224,HPS3,0.054894056273999,HPS3,CID4535,HisToGene
3225,CP,-0.0140202029142632,CP,CID4535,HisToGene
3226,PFN2,0.0963035123798467,PFN2,CID4535,HisToGene
3227,SIAH2,0.127298499544414,SIAH2,CID4535,HisToGene
3228,RARRES1,0.0070327444296072,RARRES1,CID4535,HisToGene
3229,TRIM59,0.0195960489925557,TRIM59,CID4535,HisToGene
3230,SPTSSB,0.1384547552231119,SPTSSB,CID4535,HisToGene
3231,TNFSF10,0.1321883114736625,TNFSF10,CID4535,HisToGene
3232,ECT2,0.0826256571309506,ECT2,CID4535,HisToGene
3233,DNAJC19,0.0945333987273582,DNAJC19,CID4535,HisToGene
3234,MCCC1,0.0926697541378985,MCCC1,CID4535,HisToGene
3235,MAGEF1,0.1173676528075385,MAGEF1,CID4535,HisToGene
3236,RFC4,0.091966993113227,RFC4,CID4535,HisToGene
3237,APOD,0.1376254727046265,APOD,CID4535,HisToGene
3238,QDPR,0.0066583743501117,QDPR,CID4535,HisToGene
3239,LAP3,0.0435662546467803,LAP3,CID4535,HisToGene
3240,UGDH,0.1348308072922948,UGDH,CID4535,HisToGene
3241,SMIM14,0.1570856908034442,SMIM14,CID4535,HisToGene
3242,JCHAIN,0.1597364002931447,JCHAIN,CID4535,HisToGene
3243,CXCL9,0.0706144268065578,CXCL9,CID4535,HisToGene
3244,CXCL10,0.0363466548149037,CXCL10,CID4535,HisToGene
3245,CXCL13,0.0330710358858008,CXCL13,CID4535,HisToGene
3246,SPP1,0.0479772482975704,SPP1,CID4535,HisToGene
3247,PPP3CA,0.063344949073946,PPP3CA,CID4535,HisToGene
3248,PPA2,0.0382627073462438,PPA2,CID4535,HisToGene
3249,NPNT,0.0887705304196616,NPNT,CID4535,HisToGene
3250,EXOSC9,0.0778341132875874,EXOSC9,CID4535,HisToGene
3251,NDUFC1,0.1104023187837752,NDUFC1,CID4535,HisToGene
3252,ELMOD2,0.0997696275374619,ELMOD2,CID4535,HisToGene
3253,TBC1D9,0.1643304567394856,TBC1D9,CID4535,HisToGene
3254,FBXW7,0.0050429910178241,FBXW7,CID4535,HisToGene
3255,PLEKHG4B,0.0431483584227461,PLEKHG4B,CID4535,HisToGene
3256,CMBL,0.1590182029402674,CMBL,CID4535,HisToGene
3257,ZNF622,0.0501927448844717,ZNF622,CID4535,HisToGene
3258,DROSHA,0.0882358929062529,DROSHA,CID4535,HisToGene
3259,BRIX1,0.060392199119593,BRIX1,CID4535,HisToGene
3260,DNAJC21,0.0397614676263302,DNAJC21,CID4535,HisToGene
3261,NUP155,0.0882234121252432,NUP155,CID4535,HisToGene
3262,IL6ST,0.1506002475271565,IL6ST,CID4535,HisToGene
3263,CCNB1,0.0678686240883465,CCNB1,CID4535,HisToGene
3264,NSA2,0.0215743456839636,NSA2,CID4535,HisToGene
3265,ZFYVE16,0.0276182666604237,ZFYVE16,CID4535,HisToGene
3266,CCNH,0.0144569178076498,CCNH,CID4535,HisToGene
3267,NR2F1,0.0818886749061096,NR2F1,CID4535,HisToGene
3268,HSD17B4,0.0901279325689689,HSD17B4,CID4535,HisToGene
3269,LMNB1,0.0563008813853915,LMNB1,CID4535,HisToGene
3270,GDF9,0.0539813332305944,GDF9,CID4535,HisToGene
3271,CXCL14,-0.1121091613110785,CXCL14,CID4535,HisToGene
3272,CXXC5,0.1272237821779344,CXXC5,CID4535,HisToGene
3273,PTTG1,0.0451421071582768,PTTG1,CID4535,HisToGene
3274,STC2,0.1986941185793776,STC2,CID4535,HisToGene
3275,FGFR4,0.0163108517630509,FGFR4,CID4535,HisToGene
3276,SCGB3A1,0.0737005803350197,SCGB3A1,CID4535,HisToGene
3277,PSMG4,0.1262879651557948,PSMG4,CID4535,HisToGene
3278,ECI2,0.056447639351935,ECI2,CID4535,HisToGene
3279,MCUR1,0.0416056347443157,MCUR1,CID4535,HisToGene
3280,HIST1H2BD,0.1239260934798108,HIST1H2BD,CID4535,HisToGene
3281,HLA-F,0.0295571028947305,HLA-F,CID4535,HisToGene
3282,ZNRD1,0.0620631310724493,ZNRD1,CID4535,HisToGene
3283,HSPA1A,0.1470556657888541,HSPA1A,CID4535,HisToGene
3284,HLA-DRB5,0.0101571301021786,HLA-DRB5,CID4535,HisToGene
3285,HLA-DQA1,-0.0226753619511079,HLA-DQA1,CID4535,HisToGene
3286,TAP1,0.0845820430639366,TAP1,CID4535,HisToGene
3287,PSMB9,0.0535032919431391,PSMB9,CID4535,HisToGene
3288,HLA-DPA1,0.0987474463179801,HLA-DPA1,CID4535,HisToGene
3289,VPS52,0.1278450534669804,VPS52,CID4535,HisToGene
3290,MDFI,-0.0158168412234953,MDFI,CID4535,HisToGene
3291,PTK7,0.02198918597197,PTK7,CID4535,HisToGene
3292,TFAP2B,0.0365694640492199,TFAP2B,CID4535,HisToGene
3293,COL12A1,-0.0441863366590239,COL12A1,CID4535,HisToGene
3294,MYO6,0.114648813593055,MYO6,CID4535,HisToGene
3295,SYNCRIP,0.1158108400355935,SYNCRIP,CID4535,HisToGene
3296,RARS2,0.0558300099051529,RARS2,CID4535,HisToGene
3297,CD24,0.1553389618485101,CD24,CID4535,HisToGene
3298,GTF3C6,-0.0016858692936124,GTF3C6,CID4535,HisToGene
3299,HDAC2,0.0504035815295827,HDAC2,CID4535,HisToGene
3300,COL10A1,0.0457189451390636,COL10A1,CID4535,HisToGene
3301,MAN1A1,-0.0126135888961265,MAN1A1,CID4535,HisToGene
3302,HSF2,0.0059878919040523,HSF2,CID4535,HisToGene
3303,SERINC1,0.0913074891918424,SERINC1,CID4535,HisToGene
3304,SMPDL3A,-0.0482682794294973,SMPDL3A,CID4535,HisToGene
3305,HDDC2,0.0548754047072983,HDDC2,CID4535,HisToGene
3306,CENPW,0.0225042837092538,CENPW,CID4535,HisToGene
3307,PTPRK,0.1288985643257739,PTPRK,CID4535,HisToGene
3308,MED23,0.107492307336242,MED23,CID4535,HisToGene
3309,ENPP1,0.0756121042377985,ENPP1,CID4535,HisToGene
3310,STX7,-0.0540627710476454,STX7,CID4535,HisToGene
3311,SLC18B1,0.0205191866005755,SLC18B1,CID4535,HisToGene
3312,MAP7,0.066871132310071,MAP7,CID4535,HisToGene
3313,ARFGEF3,0.1316386745599768,ARFGEF3,CID4535,HisToGene
3314,HEBP2,0.1114106272512753,HEBP2,CID4535,HisToGene
3315,REPS1,0.0559558671205511,REPS1,CID4535,HisToGene
3316,HECA,-0.0171629156629289,HECA,CID4535,HisToGene
3317,CITED2,0.0254084518501028,CITED2,CID4535,HisToGene
3318,VTA1,0.0881242357619075,VTA1,CID4535,HisToGene
3319,ADGRG6,-0.0223170185370717,ADGRG6,CID4535,HisToGene
3320,HIVEP2,0.0006169660890392,HIVEP2,CID4535,HisToGene
3321,AIG1,0.07449870646246,AIG1,CID4535,HisToGene
3322,PEX3,0.0393443554295617,PEX3,CID4535,HisToGene
3323,FUCA2,0.0273475837391956,FUCA2,CID4535,HisToGene
3324,LTV1,0.0365219606331117,LTV1,CID4535,HisToGene
3325,SF3B5,0.0295331473838162,SF3B5,CID4535,HisToGene
3326,SASH1,0.0393227481590435,SASH1,CID4535,HisToGene
3327,MTHFD1L,0.0168223870093242,MTHFD1L,CID4535,HisToGene
3328,FNDC1,0.0495604254536741,FNDC1,CID4535,HisToGene
3329,PDCD2,0.0921255859777812,PDCD2,CID4535,HisToGene
3330,LFNG,0.1363457122648342,LFNG,CID4535,HisToGene
3331,GLCCI1,0.071726140532882,GLCCI1,CID4535,HisToGene
3332,PHF14,0.044287999479865,PHF14,CID4535,HisToGene
3333,TSPAN13,0.1615802543882634,TSPAN13,CID4535,HisToGene
3334,AGR2,0.121194796266854,AGR2,CID4535,HisToGene
3335,GPNMB,0.0393066237250462,GPNMB,CID4535,HisToGene
3336,TRIL,0.0027327891399721,TRIL,CID4535,HisToGene
3337,SFRP4,0.2197413711094743,SFRP4,CID4535,HisToGene
3338,H2AFV,0.0824813993912544,H2AFV,CID4535,HisToGene
3339,UPP1,0.0441496129408142,UPP1,CID4535,HisToGene
3340,BAZ1B,-0.0229679294208943,BAZ1B,CID4535,HisToGene
3341,CD36,0.0580495889209403,CD36,CID4535,HisToGene
3342,SEMA3C,0.0618528031620868,SEMA3C,CID4535,HisToGene
3343,COL1A2,0.1668437621100112,COL1A2,CID4535,HisToGene
